Row_ID,Host_Name,Planet_Name,Number_of_Planets_in_System,Orbital_Period_days,Semi_Major_Axis_AU,Planet_Radius_jupiter_Radii,Distance_to_Star_pc,Effective_temperature_K,Stellar_Mass_solar_Mass,st_sp,st_spstr
291,HD 103774,HD 103774 b,1,5.8881,0.07,,53.08,6489,1.33,3.5,F5 V
292,HD 104067,HD 104067 b,1,55.806,0.26,,20.82,4937,0.62,5.2,K2 V
293,HD 10442,HD 10442 b,1,1043,2.34,,129.65,5034,2.58,5.2,K2 IV
294,HD 104985,HD 104985 b,1,199.505,0.95,,102.04,4877,2.3,4.9,G9 III
295,HD 106252,HD 106252 b,1,1531,2.61,,37.4,5874,1.01,4,G0
296,HD 106270,HD 106270 b,1,2890,4.3,,87.87,5638,1.32,4.5,G5 IV
297,HD 106315,HD 106315 b,2,9.55804,0.0905,0.207,109.7,6277,1.08,3.5,F5 V
298,HD 106315,HD 106315 c,2,21.05788,0.1533,0.385,109.7,6277,1.08,3.5,F5 V
299,HD 10647,HD 10647 b,1,989.2,2.015,,17.35,6218,1.11,3.9,F9 V
300,HD 106515 A,HD 106515 A b,1,3630,4.59,,36.36,5362,0.97,4.5,G5
301,HD 106906,HD 106906 b,1,,650,,91.83,6516,1.5,3.5,F5 V
302,HD 10697,HD 10697 b,1,1075.2,2.131,,32.6,5680,1.11,4.5,G5 IV
303,HD 107148,HD 107148 b,1,48.056,0.269,,51.26,5797,1.12,4.5,G5 V
304,HD 108147,HD 108147 b,1,10.8985,0.102,,38.56,6265,1.27,3.9,F8/G0 V
305,HD 108341,HD 108341 b,1,1129,2,,49.4,5122,0.84,5.2,K2 V
306,HD 108863,HD 108863 b,1,443.39999,1.45,,138.5,4863,2.17,5,K0
307,HD 108874,HD 108874 b,2,394.48123,1.04,,68.5,5600,1.1,4.5,G5
308,HD 108874,HD 108874 c,2,1624,2.659,,68.5,5600,1.1,4.5,G5
309,HD 109246,HD 109246 b,1,68.27,0.33,,65.6,5844,1.2,4,G0 V
310,HD 109271,HD 109271 b,2,7.8543,0.079,,56.92,5783,1.05,4.5,G5 V
311,HD 109271,HD 109271 c,2,30.93,0.196,,56.92,5783,1.05,4.5,G5 V
312,HD 109749,HD 109749 b,1,5.24,0.06,,59.03,5858,1.23,4.3,G3 V
313,HD 110014,HD 110014 b,1,835.477,2.14,,90,4445,2.17,5.2,K2 III
314,HD 111232,HD 111232 b,1,1143,1.97,,28.88,5512,0.84,4.5,G5 V
315,HD 111591,HD 111591 b,1,1056.4,2.5,,108.46,4884,1.94,5,K0 III
316,HD 111998,HD 111998 b,1,825.9,1.82,,32.73,6557,1.18,3.5,F5 V
317,HD 113337,HD 113337 b,1,324,0.92,,37.42,6576.6,1.4,3.6,F6 V
318,HD 113538,HD 113538 b,2,663.2,1.24,,15.9,4462,0.58,5.9,K9 V
319,HD 113538,HD 113538 c,2,1818,2.44,,15.9,4462,0.58,5.9,K9 V
320,HD 113996,HD 113996 b,1,610.2,1.6,,101.63,4181,1.49,5.5,K5 III
321,HD 114386,HD 114386 b,1,937.70001,1.73,,28.04,4836,0.6,5.3,K3 V
322,HD 114613,HD 114613 b,1,3827,5.16,,20.48,5729,1.36,4.4,G4 IV
323,HD 114729,HD 114729 b,1,1114,2.1,,35,5835,1.24,4,G0 V
324,HD 114762,HD 114762 b,1,83.9151,0.36,,40.57,5869,0.8,3.8,F8
325,HD 114783,HD 114783 b,1,493.7,1.16,,20.4,5135,0.85,5,K0
326,HD 11506,HD 11506 b,2,1405,2.6,,51.7,6183,1.51,4,G0 V
327,HD 11506,HD 11506 c,2,223.6,0.721,,51.7,6183,1.51,4,G0 V
328,HD 116029,HD 116029 b,1,670,1.65,,110.62,4819,0.83,5,K0
329,HD 117207,HD 117207 b,1,2597,3.74,,33.01,5662,0.96,4.8,G8 IV/V
330,HD 11755,HD 11755 b,1,433.70001,1.09,,231.5,4312,0.72,4.5,G5
331,HD 117618,HD 117618 b,1,25.827,0.17,,38.02,5977,1.17,4.2,G2 V
332,HD 118203,HD 118203 b,1,6.1335,0.07,,88.57,5864,1.84,5,K0
333,HD 11964,HD 11964 b,2,1945,3.16,,33.98,5349,1.12,4.8,G8 IV
334,HD 11964,HD 11964 c,2,37.91,0.229,,33.98,5349,1.12,4.8,G8 IV
335,HD 11977,HD 11977 b,1,711,1.93,,66.49,4970,1.91,4.8,G8 III/IV
336,HD 120084,HD 120084 b,1,2082,4.3,,97.66,4892,2.39,4.7,G7 III
337,HD 121504,HD 121504 b,1,63.33,0.33,,44.37,6027,1.62,4.2,G2 V
338,HD 12484,HD 12484 b,1,58.83,0.297,,51.1,5920,1.01,3.8,F8
339,HD 125595,HD 125595 b,1,9.6737,0.08,,27.45,4691,0.29,5.4,K4 V
340,HD 125612,HD 125612 b,3,559.40485,1.37,,52.83,5931,1.19,4.3,G3 V
341,HD 125612,HD 125612 c,3,4.1547,0.05,,52.83,5931,1.19,4.3,G3 V
342,HD 125612,HD 125612 d,3,3008,4.2,,52.83,5931,1.19,4.3,G3 V
343,HD 12648,HD 12648 b,1,133.60001,0.54,,158.4,4835,0.67,4.5,G5
344,HD 12661,HD 12661 b,2,262.70862,0.84,,37.16,5645,1.2,5,K0
345,HD 12661,HD 12661 c,2,1708,2.8145,,37.16,5645,1.2,5,K0
346,HD 126614,HD 126614 b,1,1244,2.37,,68.35,5568,1.26,4.8,G8 IV
347,HD 128311,HD 128311 b,2,453.019,1.084,,16.52,,0.83,5,K0 V
348,HD 128311,HD 128311 c,2,921.538,1.74,,16.52,,0.83,5,K0 V
349,HD 128356,HD 128356 b,1,298.2,0.87,,26.03,4875,0.65,5.3,K3 V
350,HD 129445,HD 129445 b,1,1840,2.9,,67.61,,0.99,4.6,G6 V
351,HD 130322,HD 130322 b,1,10.70871,0.0925,,29.76,5387,0.92,5,K0 V
352,HD 131496,HD 131496 b,1,883,2.11,,121.36,4886,1.62,5,K0
353,HD 131664,HD 131664 b,1,1951,3.17,,57.21,5892,1.19,4.3,G3 V
354,HD 13189,HD 13189 b,1,471.60001,1.25,,300.3,4175,2.24,5.2,K2
355,HD 132406,HD 132406 b,1,974,1.98,,70.97,5783,1.03,4,G0
356,HD 132563,HD 132563 b,1,1544,2.62,,98.52,6073,1.08,3.8,F8
357,HD 133131 A,HD 133131 A b,2,649,1.44,,47,5799,0.95,4.2,G2 V
358,HD 133131 A,HD 133131 A c,2,3568,4.49,,47,5799,0.95,4.2,G2 V
359,HD 133131 B,HD 133131 B b,1,5769,6.15,,47,5805,0.93,4.2,G2 V
360,HD 134987,HD 134987 b,2,258.17999,0.81,,22.2,5736,1.1,4.5,G5 V
361,HD 134987,HD 134987 c,2,5000,5.8,,22.2,5736,1.1,4.5,G5 V
362,HD 136418,HD 136418 b,1,464.29999,1.29,,106.38,4989,1.48,4.5,G5
363,HD 137388 A,HD 137388 A b,1,330,0.89,,38.45,5181,0.68,5.2,K2 IV
364,HD 13908,HD 13908 b,2,19.382,0.154,,66.89,6255,1.29,3.8,F8 V
365,HD 13908,HD 13908 c,2,931,2.03,,66.89,6255,1.29,3.8,F8 V
366,HD 13931,HD 13931 b,1,4218,5.15,,45.52,5867,1.3,4,G0
367,HD 139357,HD 139357 b,1,1125.7,2.36,,121.36,4700,1.35,5,K0
368,HD 14067,HD 14067 b,1,1455,3.4,,163.4,4815,2.4,4.9,G9 III
369,HD 141399,HD 141399 b,4,94.44,0.415,,36.2,5600,1.07,5,K0
370,HD 141399,HD 141399 c,4,201.99,0.689,,36.2,5600,1.07,5,K0
371,HD 141399,HD 141399 d,4,1069.8,2.09,,36.2,5600,1.07,5,K0
372,HD 141399,HD 141399 e,4,5000,5,,36.2,5600,1.07,5,K0
373,HD 141937,HD 141937 b,1,653.21997,1.5,,33.46,5870,1.09,4.25,G2/3 V
374,HD 142,HD 142 b,2,349.7,1.02,,25.64,6245,1.23,4.1,G1 IV
375,HD 142,HD 142 c,2,6005,6.8,,25.64,6245,1.23,4.1,G1 IV
376,HD 142022 A,HD 142022 A b,1,1928,2.93,,35.87,5421,0.9,5,K0
377,HD 142245,HD 142245 b,1,1299,2.78,,106.38,4922,3.5,5,K0
378,HD 142415,HD 142415 b,1,386.29999,1.06,,34.57,5940,1.07,4.1,G1 V
379,HD 143105,HD 143105 b,1,2.1974,0.0379,,48.7,6380,1.51,3.5,F5
380,HD 143361,HD 143361 b,1,1046.2,1.98,,65.66,5505,0.95,4.6,G6 V
381,HD 145377,HD 145377 b,1,103.95,0.45,,55.19,6014,1.2,4.3,G3 V
382,HD 145457,HD 145457 b,1,176.3,0.76,,126.1,4769,1.23,5,K0
383,HD 145934,HD 145934 b,1,2730,4.6,,240.32,,1.75,5,K0
384,HD 1461,HD 1461 b,2,5.77152,0.0634,,23.44,5765,1.02,4,G0 V
385,HD 1461,HD 1461 c,2,13.5052,0.1117,,23.44,5765,1.02,4,G0 V
386,HD 147018,HD 147018 b,2,44.236,0.2388,,42.96,5441,0.93,4.9,G9 V
387,HD 147018,HD 147018 c,2,1008,1.922,,42.96,5441,0.93,4.9,G9 V
388,HD 147379,HD 147379 b,1,86.54,0.3193,,10.73,4090,0.58,6,M0.0 V
389,HD 147513,HD 147513 b,1,528.4,1.32,,12.87,5883,1.11,4.4,G3/5 V
390,HD 147873,HD 147873 b,2,116.596,0.522,,104.93,5972,1.38,4.1,G1 V
391,HD 147873,HD 147873 c,2,491.54,1.36,,104.93,5972,1.38,4.1,G1 V
392,HD 148156,HD 148156 b,1,1027,2.45,,53.05,6308,1.22,4.1,G0/2 V
393,HD 148427,HD 148427 b,1,331.5,1.04,,59.28,5025,1.64,5,K0 III/IV
394,HD 149026,HD 149026 b,1,2.87589,,0.74,78.86,6179,1.42,4,G0
395,HD 149143,HD 149143 b,1,4.072,0.05,,63.49,6013,1.73,4.3,G3 V
396,HD 1502,HD 1502 b,1,431.8,1.31,,167.5,5049,1.61,5,K0
397,HD 150706,HD 150706 b,1,5894,6.7,,27.23,5961,1.17,4,G0 V
398,HD 152079,HD 152079 b,1,2899,3.98,,83.33,5726,1.1,4.6,G6 V
399,HD 152581,HD 152581 b,1,689,1.49,,182.82,5095,1.72,5,K0
400,HD 153950,HD 153950 b,1,499.39999,1.28,,51.87,6124,1.25,3.8,F8 V
401,HD 154345,HD 154345 b,1,3341.55884,4.21,,18.06,5468,0.71,4.8,G8 V
402,HD 154672,HD 154672 b,1,163.94,0.6,,64.77,5743,1.18,4.3,G3 IV
403,HD 154857,HD 154857 b,2,408.60001,1.29,,68.54,5589,1.96,4.5,G5 V
404,HD 154857,HD 154857 c,2,3452,5.36,,68.54,5589,1.96,4.5,G5 V
405,HD 155233,HD 155233 b,1,818.8,2,,75.13,4960,1.69,5.1,K1 III
406,HD 155358,HD 155358 b,2,194.3,0.63,,43,5905,1.15,4,G0
407,HD 155358,HD 155358 c,2,391.9,1.02,,43,5905,1.15,4,G0
408,HD 156279,HD 156279 b,1,131.05,0.49,,35.37,5453,0.95,4.6,G6
409,HD 156411,HD 156411 b,1,842.2,1.88,,55.1,5900,1.25,3.8,F8 IV/V
410,HD 156668,HD 156668 b,1,4.6455,0.05,,24.05,4850,0.77,5.3,K3 V
411,HD 156846,HD 156846 b,1,359.51001,1.12,,49,6090,1.38,4.1,G1 V
412,HD 158038,HD 158038 b,1,521,1.5,,114.15,4860,1.3,5,K0
413,HD 158996,HD 158996 b,1,820.2,2.1,,294.1,4069,1.8,5.5,K5 III
414,HD 159243,HD 159243 b,2,12.62,0.11,,68.59,6123,1.12,4,G0 V
415,HD 159243,HD 159243 c,2,248.4,0.8,,68.59,6123,1.12,4,G0 V
416,HD 159868,HD 159868 b,2,1178.40002,2.3,,52.72,5566,1.42,4.5,G5 V
417,HD 159868,HD 159868 c,2,352.3,1,,52.72,5566,1.42,4.5,G5 V
418,HD 1605,HD 1605 b,2,577.90002,1.49,,84.6,4757,1.72,5.1,K1 IV
419,HD 1605,HD 1605 c,2,2111,3.52,,84.6,4757,1.72,5.1,K1 IV
420,HD 160691,HD 160691 b,4,643.25,1.497,,15.28,5807,1.08,4.5,G5 V
421,HD 160691,HD 160691 c,4,4205.8,5.235,,15.28,5807,1.08,4.5,G5 V
422,HD 160691,HD 160691 d,4,9.6386,0.09094,,15.28,5807,1.08,4.5,G5 V
423,HD 160691,HD 160691 e,4,310.55,0.921,,15.28,5807,1.08,4.5,G5 V
424,HD 16141,HD 16141 b,1,75.523,0.36,,35.91,5757,1.11,4.5,G5 IV
425,HD 16175,HD 16175 b,1,990,2.12,,59.84,5981,1.63,4,G0
426,HD 162020,HD 162020 b,1,8.4282,0.08,,31.26,4723,0.42,5.3,K3 V
427,HD 163607,HD 163607 b,2,75.29,0.36,,69.44,5543,1.09,4.5,G5 IV
428,HD 163607,HD 163607 c,2,1314,2.42,,69.44,5543,1.09,4.5,G5 IV
429,HD 16417,HD 16417 b,1,17.24,0.14,,25.54,,1.2,4.1,G1 V
430,HD 164509,HD 164509 b,1,282.4,0.875,,51.81,5922,1.13,4.5,G5 V
431,HD 164595,HD 164595 b,1,40,0.23,,28.93,5790,0.99,4.2,G2 V
432,HD 164604,HD 164604 b,1,606.4,1.3,,37.98,,0.8,5.2,K2 V
433,HD 164922,HD 164922 b,2,1155,2.1,,22.13,5372,0.76,4.9,G9 V
434,HD 164922,HD 164922 c,2,75.765,0.3351,,22.13,5372,0.76,4.9,G9 V
435,HD 165155,HD 165155 b,1,434.5,1.13,,64.98,5426,1.02,4.8,G8 V
436,HD 1666,HD 1666 b,1,270,0.94,,110.62,6317,1.5,3.7,F7 V
437,HD 166724,HD 166724 b,1,5144,5.42,,42.99,5127,0.81,5,K0 IV-V
438,HD 167042,HD 167042 b,1,420.77,1.32,,50,4943,1.5,5.1,K1 IV
439,HD 168443,HD 168443 b,2,58.11247,0.2931,,37.88,5491,0.99,4.5,G5
440,HD 168443,HD 168443 c,2,1749.83,2.8373,,37.88,5491,0.99,4.5,G5
441,HD 168746,HD 168746 b,1,6.404,0.07,,43.12,5570,1.07,4.5,G5
442,HD 1690,HD 1690 b,1,533,1.36,,7.01,4374,1.86,5.1,K1 III
443,HD 169830,HD 169830 b,2,225.62,0.81,,36.32,6299,1.4,3.8,F8 V
444,HD 169830,HD 169830 c,2,2102,3.6,,36.32,6299,1.4,3.8,F8 V
445,HD 170469,HD 170469 b,1,1145,2.24,,64.98,5842,1.1,4.5,G5 IV
446,HD 17092,HD 17092 b,1,359.89999,1.31,,225.31,4326,6.73,5,K0 III
447,HD 171028,HD 171028 b,1,550,1.32,,90,5671,1.53,4,G0
448,HD 171238,HD 171238 b,1,1523,2.54,,44.05,5467,0.94,5,K0 V
449,HD 17156,HD 17156 b,1,21.21663,,1.1,75,6040,1.41,4,G0 V
450,HD 173416,HD 173416 b,1,323.6,1.16,,134.95,4683,2,4.8,G8
451,HD 175167,HD 175167 b,1,1290,2.4,,67.02,5635,1.37,4.5,G5 IV/V
452,HD 175541,HD 175541 b,1,297.29999,0.96,,127.55,5036,2.12,4.8,G8 IV
453,HD 175607,HD 175607 b,1,29.01,,,45.27,5392,0.71,4.6,G6 V
454,HD 17674,HD 17674 b,1,623.8,1.42,,44.5,5904,0.98,4,G0 V
455,HD 176986,HD 176986 b,2,6.4898,0.06296,,26.4,4931,0.79,5.2,K2.5 V
456,HD 176986,HD 176986 c,2,16.8191,0.11878,,26.4,4931,0.79,5.2,K2.5 V
457,HD 177565,HD 177565 b,1,44.505,0.246,,17.17,,1,4.8,G8 V
458,HD 177830,HD 177830 b,2,410.10001,1.14,,59.03,4901,1.7,5,K0
459,HD 177830,HD 177830 c,2,110.9,0.5137,,59.03,4901,1.7,5,K0
460,HD 178911 B,HD 178911 B b,1,71.484,0.34,,47,5588,1.24,4.5,G5
461,HD 179079,HD 179079 b,1,14.476,0.12,,63.69,5730,1.53,4.5,G5 IV
462,HD 179949,HD 179949 b,1,3.092514,0.0443,,27.05,6168,1.21,3.8,F8 V
463,HD 180314,HD 180314 b,1,396.03,1.46,,131.75,4924,2.2,5,K0
464,HD 180902,HD 180902 b,1,479,1.38,,114.55,4992,1.52,5,K0 III/IV
465,HD 181342,HD 181342 b,1,663,1.78,,110.62,5005,2.25,5,K0 III
466,HD 181433,HD 181433 b,3,9.3743,0.08,,26.15,4918,0.63,5.3,K3 IV
467,HD 181433,HD 181433 c,3,962,1.76,,26.15,4918,0.63,5.3,K3 IV
468,HD 181433,HD 181433 d,3,2172,3,,26.15,4918,0.63,5.3,K3 IV
469,HD 181720,HD 181720 b,1,956,1.85,,55.93,5736,1.03,4.1,G1 V
470,HD 183263,HD 183263 b,2,626.51599,1.49,,52.83,5948,1.31,4.2,G2 IV
471,HD 183263,HD 183263 c,2,3070,4.35,,52.83,5948,1.31,4.2,G2 IV
472,HD 185269,HD 185269 b,1,6.83785,0.08,,47.37,6048,1.57,4,G0 IV
473,HD 187085,HD 187085 b,1,986,2.05,,44.98,6075,1.22,4,G0 V
474,HD 187123,HD 187123 b,2,3.0965828,0.0426,,47.92,5830,1,4.3,G3 V
475,HD 187123,HD 187123 c,2,3810,4.89,,47.92,5830,1,4.3,G3 V
476,HD 18742,HD 18742 b,1,772,1.98,,127.88,5021,2.58,4.9,G8/K0 IV
477,HD 188015,HD 188015 b,1,461.2,1.203,,52.63,5746,1.09,4.5,G5 IV
478,HD 189733,HD 189733 b,1,2.21858,,1.13,19.25,5052,0.79,5.2,K2 V
479,HD 190360,HD 190360 b,2,2915.03687,3.97,,15.89,5552,0.99,4.6,G6 IV
480,HD 190360,HD 190360 c,2,17.111,0.1304,,15.89,5552,0.99,4.6,G6 IV
481,HD 190647,HD 190647 b,1,1038.09998,2.07,,54.23,5640,1.14,4.5,G5 V
482,HD 190984,HD 190984 b,1,4885,5.5,,189.39,5988,0.91,3.8,F8 V
483,HD 191806,HD 191806 b,1,1606.3,2.8,,73.47,6010,1.14,5,K0
484,HD 192263,HD 192263 b,1,24.3556,0.15,,19.89,4976,0.66,5.2,K2 V
485,HD 192310,HD 192310 b,2,74.72,0.32,,8.82,5166,0.8,5.3,K3 V
486,HD 192310,HD 192310 c,2,525.8,1.18,,8.82,5166,0.8,5.3,K3 V
487,HD 192699,HD 192699 b,1,345.53,1.12,,67.39,5164,1.61,4.8,G8 IV
488,HD 195019,HD 195019 b,1,18.20132,0.14,,37.35,5751,1.21,4.3,G3 V/IV
489,HD 196050,HD 196050 b,1,1378,2.51,,46.93,5879,1.31,4.4,G4 V
490,HD 196067,HD 196067 b,1,3638,5.02,,43.57,6017,1.29,4.1,G1 V
491,HD 196885,HD 196885 b,1,1333,2.37,,32.99,6254,1.28,3.8,F8 V
492,HD 197037,HD 197037 b,1,1035.7,2.07,,33,6150,1.11,3.7,F7 V
493,HD 19994,HD 19994 b,1,466.2,1.305,,22.38,6188,1.36,4,G0 V
494,HD 200964,HD 200964 b,2,613.79999,1.64,,68.35,5079,1.97,4.8,G8 IV
495,HD 200964,HD 200964 c,2,825,1.95,,68.35,5079,1.97,4.8,G8 IV
496,HD 202206,HD 202206 c,1,1260,2.41,,45.5,5760,1.27,4.6,G6 V
497,HD 203030,HD 203030 b,1,,487.1,,40.85,,,4.8,G8 V
498,HD 2039,HD 2039 b,1,1120,2.2,,89.85,5945,1.23,4.25,G2/G3 IV/V
499,HD 204313,HD 204313 b,2,1920.09998,3.07,,47.3,5783,1.03,4.5,G5 V
500,HD 204313,HD 204313 c,2,34.905,0.2099,,47.3,5783,1.03,4.5,G5 V
501,HD 204941,HD 204941 b,1,1733,2.55,,26.95,5026,0.58,5.15,K1/2 V
502,HD 205739,HD 205739 b,1,279.8,0.896,,90.33,6176,1.22,3.7,F7 V
503,HD 206610,HD 206610 b,1,610,1.54,,170.07,4890,1.93,5,K0 III
504,HD 20782,HD 20782 b,1,591.90002,1.37,,35.5,5790,1.07,4.3,G3 V
505,HD 207832,HD 207832 b,2,161.97,0.57,,55.31,5761,1.02,4.5,G5 V
506,HD 207832,HD 207832 c,2,1155.7,2.112,,55.31,5761,1.02,4.5,G5 V
507,HD 20794,HD 20794 b,4,18.315,0.1207,,6.06,5401,0.7,4.8,G8 V
508,HD 20794,HD 20794 c,4,40.114,0.2036,,6.06,5401,0.7,4.8,G8 V
509,HD 20794,HD 20794 d,4,90.309,0.3499,,6.06,5401,0.7,4.8,G8 V
510,HD 20794,HD 20794 e,4,147.02,0.509,,6.06,5401,0.7,4.8,G8 V
511,HD 208487,HD 208487 b,1,130.08,0.524,,44,6067,1.13,4.2,G2 V
512,HD 208527,HD 208527 b,1,875.5,2.1,,352.11,4035,1.6,6.1,M1 III
513,HD 20868,HD 20868 b,1,380.85001,0.95,,48.9,4802,0.39,5.35,K3/4 IV
514,HD 208897,HD 208897 b,1,352.7,1.05,,64.68,4860,1.25,5,K0
515,HD 209458,HD 209458 b,1,3.52475,,1.39,47.08,6091,1.23,3.8,F8
516,HD 210277,HD 210277 b,1,442.19,1.13,,21.29,5538,1.01,4.9,G8/K0 V
517,HD 210702,HD 210702 b,1,354.8,1.2,,55.93,4967,1.68,5.1,K1 III
518,HD 212301,HD 212301 b,1,2.24571,0.03,,52.72,6239,1.55,3.8,F8 V
519,HD 212771,HD 212771 b,1,373.29999,1.16,,121.8,5069,2.41,4.8,G8 IV
520,HD 213240,HD 213240 b,1,882.70001,1.89,,40.75,5979,1.57,4.05,G0/1 V
521,HD 214823,HD 214823 b,1,1877,3.18,,97.47,6215,1.22,4,G0 V
522,HD 215152,HD 215152 b,4,5.75999,0.057638,,21.63,4935,0.77,5.3,K3 V
523,HD 215152,HD 215152 c,4,7.28243,0.067393,,21.63,4935,0.77,5.3,K3 V
524,HD 215152,HD 215152 d,4,10.86499,0.08799,,21.63,4935,0.77,5.3,K3 V
525,HD 215152,HD 215152 e,4,25.1967,0.15417,,21.63,4935,0.77,5.3,K3 V
526,HD 215497,HD 215497 b,2,3.93404,0.05,,43.53,5110,0.67,5.3,K3 V
527,HD 215497,HD 215497 c,2,567.94,1.282,,43.53,5110,0.67,5.3,K3 V
528,HD 216435,HD 216435 b,1,1311,2.56,,33.29,5999,1.3,4,G0 V
529,HD 216437,HD 216437 b,1,1256,2.32,,26.52,5887,1.06,4.25,G2/3 IV
530,HD 216536,HD 216536 b,1,148.60001,0.61,,369.02,4639,0.81,5,K0
531,HD 216770,HD 216770 b,1,118.45,0.46,,37.89,5399,0.74,5,K0 V
532,HD 217107,HD 217107 b,2,7.12682,0.08,,19.72,5622,1,4.8,G8 IV
533,HD 217107,HD 217107 c,2,4270,5.32,,19.72,5622,1,4.8,G8 IV
534,HD 217786,HD 217786 b,1,1319,2.38,,54.8,5966,1.02,3.8,F8 V
535,HD 218566,HD 218566 b,1,225.7,0.69,,29.94,4730,0.76,5.3,K3 V
536,HD 219077,HD 219077 b,1,5501,6.22,,29.2,5362,1.05,4.8,G8 V
537,HD 219134,HD 219134 b,6,3.092926,0.03876,0.143,6.55,4699,0.81,5.3,K3 V
538,HD 219134,HD 219134 c,6,6.76458,0.0653,0.135,6.55,4699,0.81,5.3,K3 V
539,HD 219134,HD 219134 d,6,46.859,0.237,0.144,6.55,4699,0.81,5.3,K3 V
540,HD 219134,HD 219134 f,6,22.717,0.1463,0.117,6.55,4699,0.81,5.3,K3 V
541,HD 219134,HD 219134 g,6,94.2,0.3753,,6.55,4699,0.81,5.3,K3 V
542,HD 219134,HD 219134 h,6,2247,3.11,,6.55,4699,0.81,5.3,K3 V
543,HD 219415,HD 219415 b,1,2093.3,3.2,,169.78,4820,1,5,K0 III
544,HD 219828,HD 219828 b,2,3.8335,0.05,,77.9,5869,1.31,4,G0 IV
545,HD 219828,HD 219828 c,2,4791,5.96,,77.9,5869,1.31,4,G0 IV
546,HD 220074,HD 220074 b,1,672.09998,1.6,,289.02,3787,2.2,6.2,M2 III
547,HD 220689,HD 220689 b,1,2209,3.36,,45.23,5921,1.04,4.3,G3 V
548,HD 220773,HD 220773 b,1,3724.7,4.94,,49,5940,1.16,3.9,F9
549,HD 220842,HD 220842 b,1,218.47,0.74,,62.5,5960,1.13,3.8,F8
550,HD 221287,HD 221287 b,1,456.1,1.25,,52.88,6304,1.25,3.7,F7 V
551,HD 221585,HD 221585 b,1,1173,2.306,,53.59,5620,1.19,4.8,G8 IV
552,HD 222076,HD 222076 b,1,871,1.83,,83.5,4806,1.07,5,K0 III
553,HD 222155,HD 222155 b,1,3999,5.14,,50.45,5701,1.21,4.2,G2 V
554,HD 222582,HD 222582 b,1,572.38,1.34,,41.95,5790,1.12,4.5,G5 V
555,HD 224538,HD 224538 b,1,1189.1,2.28,,77.76,6097,1.34,3.9,F9 IV/V
556,HD 224693,HD 224693 b,1,26.73,0.192,,94.07,6037,1.33,4.2,G2 IV
557,HD 22781,HD 22781 b,1,528.07,1.167,,31.79,5027,0.75,5.1,K1
558,HD 23079,HD 23079 b,1,730.59998,1.6,,34.6,5974,1.12,3.9,F8/G0 V
559,HD 23127,HD 23127 b,1,1214,2.32,,89.13,5773,1.42,4.2,G2 V
560,HD 231701,HD 231701 b,1,141.60001,0.56,,108.46,6167,1.52,3.8,F8 V
561,HD 233604,HD 233604 b,1,192,0.747,,673.44,4791,1.5,5.5,K5
562,HD 23596,HD 23596 b,1,1561,2.77,,52,6040,1.47,3.8,F8 V
563,HD 238914,HD 238914 b,1,4100,5.7,,301.2,4769,1.47,5.7,K7
564,HD 240210,HD 240210 b,1,501.75,1.16,,142.86,4297,0.82,5.3,K3 III
565,HD 240237,HD 240237 b,1,745.70001,1.92,,307.69,3926,8.76,5.2,K2 III
566,HD 24040,HD 24040 b,1,3668,4.92,,46.51,5802,1.11,4,G0 V
567,HD 24064,HD 24064 b,1,535.59998,1.29,,264.4,4052,1.61,5,K0
568,HD 25171,HD 25171 b,1,1845,3.02,,56.05,6160,1.09,3.8,F8 V
569,HD 2638,HD 2638 b,1,3.4442,0.04,,53.71,5186,0.77,4.5,G5
570,HD 26965,HD 26965 b,1,42.378,,,5.04,5072,0.78,5,K0 V
571,HD 27442,HD 27442 b,1,428.1,1.271,,18.24,4846,1.23,5.15,K1/2 III
572,HD 27631,HD 27631 b,1,2208,3.25,,44.54,5737,0.94,4.3,G3 IV-V
573,HD 27894,HD 27894 b,3,18.02,0.125,,42.37,,0.8,5.2,K2 V
574,HD 27894,HD 27894 c,3,36.07,0.198,,42.37,,0.8,5.2,K2 V
575,HD 27894,HD 27894 d,3,5174,5.448,,42.37,,0.8,5.2,K2 V
576,HD 28185,HD 28185 b,1,379,1.02,,39.6,5662,1.02,4.5,G5
577,HD 28254,HD 28254 b,1,1116,2.15,,54.7,5664,1.06,4.1,G1 IV/V
578,HD 285507,HD 285507 b,1,6.0881,0.06,,42.43,4503,0.82,5.45,K4.5 V
579,HD 285968,HD 285968 b,1,8.7836,0.066,,9.42,3679,0.45,6.2,M2 V
580,HD 28678,HD 28678 b,1,387.10001,1.32,,168.92,4722,3.16,4.8,G8 IV
581,HD 29021,HD 29021 b,1,1362.3,2.28,,30.6,5560,0.85,4.5,G5
582,HD 290327,HD 290327 b,1,2443,3.43,,56.7,5505,0.84,4.8,G8 V
583,HD 2952,HD 2952 b,1,311.60001,1.23,,115.21,4844,1.97,5,K0 III
584,HD 30177,HD 30177 b,2,2770,3.81,,54.71,5556,0.93,4.8,G8 V
585,HD 30177,HD 30177 c,2,11613,9.89,,54.71,5556,0.93,4.8,G8 V
586,HD 30562,HD 30562 b,1,1157,2.34,,26.5,5882,1.12,3.8,F8 V
587,HD 30669,HD 30669 b,1,1684,2.69,,57.1,5400,0.92,4.9,G9 V
588,HD 30856,HD 30856 b,1,912,2.04,,121.07,4971,1.65,5,K0 III
589,HD 31253,HD 31253 b,1,466,1.26,,53.82,6130,1.7,3.8,F8
