,Row_ID,Host_Name,Planet_Name,Number_of_Planets_in_System,Orbital_Period_days,Semi_Major_Axis_AU,Planet_Radius_jupiter_Radii,Distance_to_Star_pc,Effective_temperature_K,Stellar_Mass_solar_Mass,st_sp,st_spstr,Semi_Major_Axis_km,Semi_Major_Axis_m,Stellar_Mass_kg,Orbital_Velocity_ms,Orbital_Velocity_proportional,Semi_Major_Axis_proportional,Planet_Radius_km,Planet_Radius_Earth_Radii,Distance_to_Star_ly,minimum_Travel_Time_yr
1095,1096,KELT-11,KELT-11 b,1,4.736529,0.06229,1.37,98.0,5370.0,1.44,4.9,G8/K0 IV,9318584.0,9318584000.0,2.86416e+30,143181.3959833903,14.31813959833903,93.18584,97944.04000000001,15.373417045989642,319.47999999999996,31249893.045684636
1097,1098,KELT-14,KELT-14 b,1,1.7100566000000001,0.03005,1.743,266.0,5720.0,1.24,4.4,G4,4495480.0,4495480000.0,2.46636e+30,191294.77862964149,19.129477862964148,44.9548,124610.55600000001,19.55902621252551,867.16,84821138.26685831
1099,1100,KELT-16,KELT-16 b,1,0.9689950999999999,0.02044,1.415,395.26,6236.0,1.21,3.7,F7 V,3057824.0,3057824000.0,2.4066899999999998e+30,229121.97868266562,22.912197868266563,30.57824,101161.18000000001,15.878383299325067,1288.5475999999999,126039109.44119704
1100,1101,KELT-17,KELT-17 b,1,3.0801716,0.04881,1.525,210.0,7454.0,1.64,2.0,A,7301976.0,7301976000.0,3.2619599999999994e+30,172616.39086177264,17.261639086177265,73.01976,109025.29999999999,17.112745251922775,684.5999999999999,66964056.52646707
1101,1102,KELT-18,KELT-18 b,1,2.8717517999999997,0.0455,1.57,311.0,6670.0,1.52,3.4,F4 V,6806800.0,6806800000.0,3.02328e+30,172119.710681824,17.2119710681824,68.068,112242.44,17.617711505258203,1013.8599999999999,99170578.95110126
1102,1103,KELT-19 A,KELT-19 A b,1,4.6117093,0.0637,1.91,292.0,7500.0,1.62,2.8,A8 V,9529520.000000002,9529520000.000002,3.22218e+30,150176.61216814205,15.017661216814204,95.29520000000002,136549.72,21.433012086014756,951.92,93111926.21775423
1104,1105,KELT-20,KELT-20 b,1,3.4741085,0.0542,1.7409999999999999,139.7,8720.0,1.76,2.2,A2 V,8108320.0,8108320000.0,3.50064e+30,169695.84251474656,16.969584251474657,81.0832,124467.57199999999,19.53658326793282,455.4219999999999,44547041.4130831
1105,1106,KELT-21,KELT-21 b,1,3.6127647000000005,0.052239999999999995,1.5859999999999999,415.0,7598.0,1.46,2.8,A8 V,7815103.999999999,7815103999.999999,2.90394e+30,157430.67426754584,15.743067426754584,78.15104,113386.31199999999,17.797255061999685,1352.8999999999999,132333730.75468493
1107,1108,KELT-4 A,KELT-4 A b,1,2.9895932000000003,0.04317,1.699,210.0,6206.0,1.2,3.0,F,6458232.0,6458232000.0,2.3867999999999998e+30,157005.22675416124,15.700522675416124,64.58232,121464.90800000001,19.065281431486426,684.5999999999999,66964056.52646707
1112,1113,KELT-9,KELT-9 b,1,1.4811235,0.03462,1.891,188.7,10170.0,2.52,1.98,B9.5-A0,5179152.0,5179152000.0,5.01228e+30,254068.7496978458,25.40687496978458,51.79152,135191.372,21.219804112384242,615.1619999999999,60171987.93592541
1125,1126,KOI-1257,KOI-1257 b,1,86.647661,0.382,0.94,900.0,5520.0,0.99,4.5,G5 V,57147200.0,57147200000.0,1.96911e+30,47940.26469532257,4.794026469532257,571.472,67202.48,10.548183958562234,2934.0,286988813.6848589
1138,1139,KOI-55,KOI-55 b,2,0.24010399999999998,0.006,0.068,1180.0,27730.0,0.5,1.0,B,897600.0,897600000.0,9.945e+29,271846.5894246573,27.184658942465727,8.976,4861.456,0.7630601161513106,3846.7999999999997,376274222.386815
1139,1140,KOI-55,KOI-55 c,2,0.342887,0.0076,0.077,1180.0,27730.0,0.5,1.0,B,1136960.0,1136960000.0,9.945e+29,241542.03325249872,24.15420332524987,11.3696,5504.884,0.8640533668183958,3846.7999999999997,376274222.386815
1161,1162,Kepler-101,Kepler-101 b,2,3.4876812000000004,0.0474,0.51,657.0,5667.0,1.17,4.3,G3 IV,7091040.0,7091040000.0,2.3271299999999998e+30,147951.12498896578,14.795112498896577,70.9104,36460.92,5.722950871134829,2141.8199999999997,209501833.989947
1162,1163,Kepler-101,Kepler-101 c,2,6.02976,0.0684,0.11199999999999999,657.0,5667.0,1.17,4.3,G3 IV,10232640.0,10232640000.0,2.3271299999999998e+30,123162.75409073682,12.316275409073683,102.3264,8007.103999999999,1.2568048971903938,2141.8199999999997,209501833.989947
1378,1379,Kepler-117,Kepler-117 b,2,18.7959228,0.1445,0.7190000000000001,1430.0,6150.0,1.13,3.8,F8 V,21617200.0,21617200000.0,2.2475699999999998e+30,83275.9910712318,8.327599107123179,216.172,51402.74800000001,8.068238581070476,4661.799999999999,455993337.29927576
1379,1380,Kepler-117,Kepler-117 c,2,50.790391,0.2804,1.101,1430.0,6150.0,1.13,3.8,F8 V,41947840.0,41947840000.0,2.2475699999999998e+30,59781.21381741153,5.978121381741153,419.4784,78712.692,12.354840998273426,4661.799999999999,455993337.29927576
2007,2008,Kepler-1655,Kepler-1655 b,1,11.8728787,0.10300000000000001,0.19699999999999998,230.59,6148.0,1.03,4.0,G0 V,15408800.000000002,15408800000.000002,2.04867e+30,94170.42094956452,9.417042094956452,154.08800000000002,14083.923999999999,2.210630042379532,751.7234,73529722.83065736
2011,2012,Kepler-167,Kepler-167 b,4,4.393163200000001,0.0483,0.14400000000000002,330.0,4890.0,0.77,5.4,K4,7225680.0,7225680000.0,1.53153e+30,118901.21950594115,11.890121950594114,72.2568,10294.848000000002,1.6158920106733639,1075.8,105229231.68444827
2012,2013,Kepler-167,Kepler-167 c,4,7.406114,0.0684,0.138,330.0,4890.0,0.77,5.4,K4,10232640.0,10232640000.0,1.53153e+30,99915.26014841934,9.991526014841934,102.3264,9865.896,1.548563176895307,1075.8,105229231.68444827
2013,2014,Kepler-167,Kepler-167 d,4,21.803855,0.1405,0.107,330.0,4890.0,0.77,5.4,K4,21018800.000000004,21018800000.000004,1.53153e+30,69714.2745151549,6.97142745151549,210.18800000000005,7649.644,1.20069753570868,1075.8,105229231.68444827
2014,2015,Kepler-167,Kepler-167 e,4,1071.2322800000002,1.89,0.9059999999999999,330.0,4890.0,0.77,5.4,K4,282744000.0,282744000000.0,1.53153e+30,19007.67388889726,1.900767388889726,2827.44,64771.75199999999,10.166653900486578,1075.8,105229231.68444827
2022,2023,Kepler-17,Kepler-17 b,1,1.4857108,0.025910000000000002,1.31,800.0,5781.0,1.16,4.2,G2 V,3876136.0000000005,3876136000.0000005,2.3072399999999998e+30,199255.26230392273,19.925526230392272,38.76136,93654.52,14.700128708209073,2608.0,255101167.71987462
2066,2067,Kepler-186,Kepler-186 b,5,3.8867906999999997,0.0343,0.095,172.0,3755.0,0.54,6.1,M1,5131280.0,5131280000.0,1.07406e+30,118158.32658120956,11.815832658120957,51.3128,6791.74,1.0660398681525662,560.7199999999999,54846751.059773035
2067,2068,Kepler-186,Kepler-186 c,5,7.267302000000001,0.0451,0.11199999999999999,172.0,3755.0,0.54,6.1,M1,6746960.0,6746960000.0,1.07406e+30,103044.09770266603,10.304409770266602,67.4696,8007.103999999999,1.2568048971903938,560.7199999999999,54846751.059773035
2068,2069,Kepler-186,Kepler-186 d,5,13.342996,0.0781,0.125,172.0,3755.0,0.54,6.1,M1,11683760.0,11683760000.0,1.07406e+30,78304.34745234971,7.830434745234971,116.8376,8936.5,1.4026840370428504,560.7199999999999,54846751.059773035
2069,2070,Kepler-186,Kepler-186 e,5,22.407704000000003,0.11,0.113,172.0,3755.0,0.54,6.1,M1,16456000.0,16456000000.0,1.07406e+30,65980.41595243393,6.5980415952433935,164.56,8078.5960000000005,1.2680263694867369,560.7199999999999,54846751.059773035
2070,2071,Kepler-186,Kepler-186 f,5,129.9441,0.43200000000000005,0.10400000000000001,172.0,3755.0,0.54,6.1,M1,64627200.00000001,64627200000.00001,1.07406e+30,33294.271620314394,3.3294271620314393,646.272,7435.168000000001,1.1670331188196517,560.7199999999999,54846751.059773035
2137,2138,Kepler-21,Kepler-21 b,1,2.78578,0.042717000000000005,0.146,113.0,6305.0,1.41,3.6,F6 IV,6390463.200000001,6390463200.000001,2.80449e+30,171089.6333944984,17.10896333944984,63.904632000000014,10437.831999999999,1.638334955266049,368.38,36033039.94043229
2163,2164,Kepler-22,Kepler-22 b,1,289.8623,0.8490000000000001,0.212,190.0,5518.0,0.97,4.5,G5 V,127010400.00000001,127010400000.00002,1.92933e+30,31830.72523624321,3.183072523624321,1270.104,15156.304,2.3789521268246743,619.4,60586527.333470225
2287,2288,Kepler-26,Kepler-26 d,4,3.5439190000000003,0.039,0.095,339.0,3914.0,0.54,6.0,M0 V,5834400.0,5834400000.0,1.07406e+30,110810.03400578685,11.081003400578684,58.344,6791.74,1.0660398681525662,1105.1399999999999,108099119.82129686
2288,2289,Kepler-26,Kepler-26 e,4,46.827915000000004,0.22,0.215,339.0,3914.0,0.54,6.0,M0 V,32912000.0,32912000000.0,1.07406e+30,46655.19954547509,4.665519954547508,329.12,15370.78,2.412616543713703,1105.1399999999999,108099119.82129686
2339,2340,Kepler-28,Kepler-28 b,2,5.9123,0.062,0.321,472.0,4590.0,0.75,6.0,M0 V,9275200.0,9275200000.0,1.49175e+30,103573.65414450035,10.357365414450035,92.752,22948.932,3.60209260712604,1538.7199999999998,150509688.954726
2340,2341,Kepler-28,Kepler-28 c,2,8.9858,0.081,0.303,472.0,4590.0,0.75,6.0,M0 V,12117600.0,12117600000.0,1.49175e+30,90615.52980821909,9.061552980821908,121.176,21662.076,3.4001061057918696,1538.7199999999998,150509688.954726
2385,2386,Kepler-296,Kepler-296 b,5,10.864384,0.079,0.14400000000000002,226.0,3740.0,0.5,6.2,M2 V,11818400.0,11818400000.0,9.945e+29,74917.96434032083,7.491796434032083,118.184,10294.848000000002,1.6158920106733639,736.76,72066079.88086458
2386,2387,Kepler-296,Kepler-296 c,5,5.841636599999999,0.0521,0.17800000000000002,226.0,3740.0,0.5,6.2,M2 V,7794160.0,7794160000.0,9.945e+29,92253.0327712195,9.22530327712195,77.9416,12725.576000000001,1.9974220687490192,736.76,72066079.88086458
2387,2388,Kepler-296,Kepler-296 d,5,19.850291,0.11800000000000001,0.18600000000000003,226.0,3740.0,0.5,6.2,M2 V,17652800.0,17652800000.0,9.945e+29,61299.722750147834,6.129972275014784,176.528,13297.512000000002,2.087193847119762,736.76,72066079.88086458
2388,2389,Kepler-296,Kepler-296 e,5,34.142109999999995,0.16899999999999998,0.136,226.0,3740.0,0.5,6.2,M2 V,25282399.999999996,25282399999.999996,9.945e+29,51221.95633894523,5.122195633894523,252.82399999999996,9722.912,1.5261202323026213,736.76,72066079.88086458
2389,2390,Kepler-296,Kepler-296 f,5,63.33626999999999,0.255,0.161,226.0,3740.0,0.5,6.2,M2 V,38148000.0,38148000000.0,9.945e+29,41699.36328525559,4.169936328525559,381.48,11510.212,1.8066570397111912,736.76,72066079.88086458
2453,2454,Kepler-32,Kepler-32 b,5,5.9012400000000005,0.05,0.196,303.0,3900.0,0.58,6.1,M1 V,7480000.0,7480000000.0,1.1536199999999999e+30,101424.64735412734,10.142464735412734,74.8,14012.432,2.1994085700831896,987.78,96619567.2739025
2454,2455,Kepler-32,Kepler-32 c,5,8.7522,0.09,0.17800000000000002,303.0,3900.0,0.58,6.1,M1 V,13464000.0,13464000000.0,1.1536199999999999e+30,75597.46869259098,7.559746869259098,134.64,12725.576000000001,1.9974220687490192,987.78,96619567.2739025
2455,2456,Kepler-32,Kepler-32 d,5,22.7802,0.13,0.24100000000000002,303.0,3900.0,0.58,6.1,M1 V,19448000.0,19448000000.0,1.1536199999999999e+30,62900.896076866244,6.290089607686625,194.48,17229.572,2.7043748234186156,987.78,96619567.2739025
2456,2457,Kepler-32,Kepler-32 e,5,2.8960000000000004,0.033,0.134,303.0,3900.0,0.58,6.1,M1 V,4936800.0,4936800000.0,1.1536199999999999e+30,124845.11064872569,12.484511064872569,49.368,9579.928,1.5036772877099356,987.78,96619567.2739025
2457,2458,Kepler-32,Kepler-32 f,5,0.7429600000000001,0.013000000000000001,0.073,303.0,3900.0,0.58,6.1,M1 V,1944800.0000000002,1944800000.0000002,1.1536199999999999e+30,198910.09846844696,19.891009846844696,19.448000000000004,5218.915999999999,0.8191674776330246,987.78,96619567.2739025
2613,2614,Kepler-38,Kepler-38 b,1,105.59899999999999,0.4632,0.384,600.0,5623.0,0.94,4.4,G4 V,69294720.0,69294720000.0,1.8696599999999998e+30,42422.29534397603,4.2422295343976035,692.9472,27452.928,4.309045361795636,1955.9999999999998,191325875.7899059
2634,2635,Kepler-39,Kepler-39 b,1,21.08721,0.16399999999999998,1.24,1200.0,6350.0,1.29,3.7,F7 V,24534399.999999996,24534399999.999996,2.56581e+30,83519.41483996787,8.351941483996786,245.34399999999997,88650.08,13.914625647465076,3911.9999999999995,382651751.5798118
2658,2659,Kepler-40,Kepler-40 b,1,6.873489999999999,0.08,1.17,2700.0,6510.0,1.48,3.5,F5 IV,11968000.0,11968000000.0,2.94372e+30,128085.62033407042,12.808562033407043,119.68,83645.64,13.12912258672108,8802.0,860966441.0545769
2681,2682,Kepler-41,Kepler-41 b,1,1.8555582,0.031010000000000003,1.29,770.0,5750.0,1.15,4.2,G2 V,4639096.0,4639096000.0,2.2873499999999998e+30,181347.90750711816,18.134790750711815,46.39096,92224.68000000001,14.475699262282218,2510.2,245534873.93037933
2685,2686,Kepler-412,Kepler-412 b,1,1.7208603999999998,0.02897,1.341,1056.0,5750.0,1.17,4.3,G3 V,4333912.0,4333912000.0,2.3271299999999998e+30,189248.8264275418,18.924882642754177,43.33912,95870.772,15.0479943493957,3442.56,336733541.3902345
2698,2699,Kepler-42,Kepler-42 b,3,1.2137672,0.0116,0.07,38.7,3068.0,0.13,6.0,M,1735359.9999999998,1735359999.9999998,2.5857e+29,99691.2848383813,9.96912848383813,17.353599999999997,5004.4400000000005,0.7855030607439963,126.162,12340518.988448933
2699,2700,Kepler-42,Kepler-42 c,3,0.45328509,0.006,0.065,38.7,3068.0,0.13,6.0,M,897600.0,897600000.0,2.5857e+29,138615.10641799733,13.861510641799732,8.976,4646.9800000000005,0.7293956992622823,126.162,12340518.988448933
2700,2701,Kepler-42,Kepler-42 d,3,1.8651689999999999,0.0154,0.051,38.7,3068.0,0.13,6.0,M,2303840.0,2303840000.0,2.5857e+29,86521.85609459791,8.65218560945979,23.0384,3646.0919999999996,0.5722950871134829,126.162,12340518.988448933
2701,2702,Kepler-421,Kepler-421 b,1,704.1984,1.219,0.371,320.0,5308.0,0.79,4.95,G9/K0,182362400.0,182362400000.0,1.57131e+30,23973.21082061689,2.397321082061689,1823.624,26523.532,4.16316622194318,1043.1999999999998,102040467.08794981
2703,2704,Kepler-423,Kepler-423 b,1,2.6843285,0.03585,1.192,725.0,5560.0,0.85,4.4,G4 V,5363160.0,5363160000.0,1.6906499999999997e+30,145003.80367776356,14.500380367776355,53.6316,85218.46399999999,13.375994977240621,2363.5,231185433.24613637
2706,2707,Kepler-425,Kepler-425 b,1,3.79701816,0.0464,0.978,650.0,5170.0,0.93,5.1,K1 V,6941439.999999999,6941439999.999999,1.84977e+30,133320.5190338477,13.33205190338477,69.41439999999999,69919.17599999999,10.974599905823261,2119.0,207269698.7723981
2707,2708,Kepler-426,Kepler-426 b,1,3.21751883,0.0414,1.09,880.0,5725.0,0.91,4.1,G1 V,6193440.0,6193440000.0,1.80999e+30,139615.9505083987,13.96159505083987,61.9344,77926.28,12.231404803013655,2868.7999999999997,280611284.491862
2708,2709,Kepler-427,Kepler-427 b,1,10.290994,0.091,1.23,1100.0,5800.0,0.96,4.2,G2 V,13613600.0,13613600000.0,1.90944e+30,96722.9273508855,9.672292735088549,136.136,87935.16,13.802410924501649,3585.9999999999995,350764105.6148275
2709,2710,Kepler-428,Kepler-428 b,1,3.52563254,0.0433,1.08,720.0,5150.0,0.87,5.1,K1 V,6477680.0,6477680000.0,1.7304299999999998e+30,133484.30046845038,13.348430046845039,64.7768,77211.36,12.119190080050227,2347.2,229591050.94788712
2710,2711,Kepler-43,Kepler-43 b,1,3.0240949,0.046,1.219,1950.0,6041.0,1.32,3.8,F8 V,6881600.0,6881600000.0,2.62548e+30,159522.72565374503,15.952272565374503,68.816,87148.748,13.678974729241878,6357.0,621809096.3171943
2726,2727,Kepler-44,Kepler-44 b,1,3.2467292999999997,0.0446,1.09,2250.0,5800.0,1.12,4.2,G2 IV,6672160.0,6672160000.0,2.22768e+30,149229.984451096,14.9229984451096,66.7216,77926.28,12.231404803013655,7334.999999999999,717472034.2121472
2731,2732,Kepler-444,Kepler-444 b,5,3.6001053,0.04178,0.036000000000000004,35.7,5046.0,0.76,5.0,K,6250288.0,6250288000.0,1.51164e+30,127009.75844973327,12.700975844973327,62.50288,2573.7120000000004,0.40397300266834096,116.382,11383889.609499404
2732,2733,Kepler-444,Kepler-444 c,5,4.545884099999999,0.04881,0.044000000000000004,35.7,5046.0,0.76,5.0,K,7301976.0,7301976000.0,1.51164e+30,117507.85645646714,11.750785645646713,73.01976,3145.648,0.49374478103908337,116.382,11383889.609499404
2733,2734,Kepler-444,Kepler-444 d,5,6.189392,0.06,0.047,35.7,5046.0,0.76,5.0,K,8976000.0,8976000000.0,1.51164e+30,105985.31201839415,10.598531201839416,89.76,3360.124,0.5274091979281117,116.382,11383889.609499404
2734,2735,Kepler-444,Kepler-444 e,5,7.743492999999999,0.0696,0.049,35.7,5046.0,0.76,5.0,K,10412160.0,10412160000.0,1.51164e+30,98404.89178528031,9.840489178528031,104.1216,3503.108,0.5498521425207974,116.382,11383889.609499404
2735,2736,Kepler-444,Kepler-444 f,5,9.740486,0.0811,0.066,35.7,5046.0,0.76,5.0,K,12132560.0,12132560000.0,1.51164e+30,91161.37787736862,9.116137787736863,121.3256,4718.472000000001,0.7406171715586252,116.382,11383889.609499404
2742,2743,Kepler-447,Kepler-447 b,1,7.79430132,0.0769,1.65,283.0,5493.0,1.0,4.8,G8 V,11504240.0,11504240000.0,1.989e+30,107386.90898256586,10.738690898256586,115.0424,117961.79999999999,18.515429288965624,922.5799999999999,90242038.08090563
2745,2746,Kepler-45,Kepler-45 b,1,2.4552389999999997,0.03,0.96,333.0,3820.0,0.59,6.0,M,4488000.0,4488000000.0,1.1735099999999999e+30,132062.61428166978,13.206261428166979,44.88,68632.31999999999,10.77261340448909,1085.58,106185861.06339781
2749,2750,Kepler-452,Kepler-452 b,1,384.843,1.046,0.145,548.0,5757.0,1.04,4.2,G2,156481600.0,156481600000.0,2.06856e+30,29693.769922130523,2.969376992213052,1564.816,10366.34,1.6271134829697065,1786.4799999999998,174744299.8881141
2862,2863,Kepler-539,Kepler-539 b,2,125.63243,0.4988,0.747,313.0,5820.0,1.05,4.2,G2 V,74620480.0,74620480000.0,2.08845e+30,43206.18679271545,4.320618679271545,746.2048,53404.524,8.382439805368074,1020.3799999999999,99808331.87040092
2976,2977,Kepler-62,Kepler-62 b,5,5.714932,0.0553,0.11699999999999999,368.0,4925.0,0.69,5.2,K2 V,8272880.0,8272880000.0,1.37241e+30,105190.49322632769,10.51904932263277,82.7288,8364.564,1.312912258672108,1199.6799999999998,117346537.15114228
2977,2978,Kepler-62,Kepler-62 c,5,12.4417,0.0929,0.048,368.0,4925.0,0.69,5.2,K2 V,13897840.0,13897840000.0,1.37241e+30,81157.97460002435,8.115797460002435,138.9784,3431.616,0.5386306702244545,1199.6799999999998,117346537.15114228
2978,2979,Kepler-62,Kepler-62 d,5,18.16406,0.12,0.174,368.0,4925.0,0.69,5.2,K2 V,17952000.0,17952000000.0,1.37241e+30,71408.25725744505,7.140825725744505,179.52,12439.607999999998,1.9525361795636476,1199.6799999999998,117346537.15114228
2979,2980,Kepler-62,Kepler-62 e,5,122.3874,0.42700000000000005,0.14400000000000002,368.0,4925.0,0.69,5.2,K2 V,63879200.00000001,63879200000.00001,1.37241e+30,37855.16291856671,3.785516291856671,638.792,10294.848000000002,1.6158920106733639,1199.6799999999998,117346537.15114228
2980,2981,Kepler-62,Kepler-62 f,5,267.291,0.718,0.126,368.0,4925.0,0.69,5.2,K2 V,107412800.0,107412800000.0,1.37241e+30,29192.872802906968,2.9192872802906966,1074.128,9007.992,1.4139055093391932,1199.6799999999998,117346537.15114228
3027,3028,Kepler-66,Kepler-66 b,1,17.815815,0.1352,0.25,1107.0,5962.0,1.04,4.0,G0 V,20225919.999999996,20225919999.999996,2.06856e+30,82592.92287533425,8.259292287533425,202.25919999999996,17873.0,2.8053680740857008,3608.8199999999997,352996240.8323764
3038,3039,Kepler-67,Kepler-67 b,1,15.7259,0.1171,0.262,1107.0,5331.0,0.86,4.9,G9 V,17518160.0,17518160000.0,1.7105399999999998e+30,80702.18434966642,8.070218434966643,175.1816,18730.904000000002,2.940025741641815,3608.8199999999997,352996240.8323764
3062,3063,Kepler-69,Kepler-69 b,2,13.722341,0.094,0.2,584.0,5638.0,0.81,4.4,G4 V,14062400.0,14062400000.0,1.61109e+30,87416.43564286354,8.741643564286354,140.624,14298.400000000001,2.244294459268561,1903.84,186223852.43550846
3063,3064,Kepler-69,Kepler-69 c,2,242.4613,0.64,0.153,584.0,5638.0,0.81,4.4,G4 V,95744000.0,95744000000.0,1.61109e+30,33501.71457196428,3.350171457196428,957.44,10938.276,1.7168852613404488,1903.84,186223852.43550846
3118,3119,Kepler-74,Kepler-74 b,1,7.340711,0.0781,0.96,1330.0,6000.0,1.18,3.8,F8 V,11683760.0,11683760000.0,2.3470199999999998e+30,115752.39841789378,11.575239841789378,116.8376,68632.31999999999,10.77261340448909,4335.799999999999,424105691.33429146
3129,3130,Kepler-75,Kepler-75 b,1,8.884911599999999,0.0818,1.05,1140.0,5200.0,0.91,5.0,K0 V,12237280.0,12237280000.0,1.80999e+30,99324.99596422879,9.932499596422879,122.3728,75066.6,11.782545911159945,3716.3999999999996,363519164.00082123
3145,3146,Kepler-76,Kepler-76 b,1,1.5449298,0.0274,1.36,844.0,6409.0,1.2,3.0,F,4099040.0,4099040000.0,2.3867999999999998e+30,197074.2368014717,19.70742368014717,40.9904,97229.12000000001,15.261202323026215,2751.4399999999996,269131731.94446766
3158,3159,Kepler-77,Kepler-77 b,1,3.57878087,0.04501,0.96,570.0,5520.0,0.95,4.5,G5 V,6733496.0,6733496000.0,1.8895499999999999e+30,136811.24905780386,13.681124905780386,67.33496,68632.31999999999,10.77261340448909,1858.1999999999998,181759582.00041062
3197,3198,Kepler-80,Kepler-80 b,6,7.052460000000001,0.0648,0.23800000000000002,357.0,4540.0,0.73,5.5,K5,9694080.0,9694080000.0,1.45197e+30,99951.29811537964,9.995129811537964,96.9408,17015.096,2.6707104065295875,1163.82,113838896.09499405
3198,3199,Kepler-80,Kepler-80 c,6,9.52355,0.0792,0.244,357.0,4540.0,0.73,5.5,K5,11848320.000000002,11848320000.000002,1.45197e+30,90409.35086118302,9.040935086118301,118.48320000000002,17444.048,2.7380392403076437,1163.82,113838896.09499405
3199,3200,Kepler-80,Kepler-80 d,6,3.07222,0.0372,0.136,357.0,4540.0,0.73,5.5,K5,5565120.0,5565120000.0,1.45197e+30,131918.12560133685,13.191812560133686,55.6512,9722.912,1.5261202323026213,1163.82,113838896.09499405
3200,3201,Kepler-80,Kepler-80 e,6,4.64489,0.0491,0.14300000000000002,357.0,4540.0,0.73,5.5,K5,7345360.0,7345360000.0,1.45197e+30,114824.66730385275,11.482466730385275,73.4536,10223.356000000002,1.6046705383770212,1163.82,113838896.09499405
3201,3202,Kepler-80,Kepler-80 f,6,0.9867872999999999,0.0175,0.10800000000000001,357.0,4540.0,0.73,5.5,K5,2618000.0000000005,2618000000.0000005,1.45197e+30,192334.37806854234,19.233437806854234,26.180000000000003,7721.136000000001,1.211919008005023,1163.82,113838896.09499405
3341,3342,Kepler-91,Kepler-91 b,1,6.246580000000001,0.0731,1.367,1030.0,4550.0,1.31,5.3,K3,10935760.0,10935760000.0,2.60559e+30,126064.11261730599,12.6064112617306,109.3576,97729.564,15.339752629100612,3357.7999999999997,328442753.4393385
3452,3453,LHS 1140,LHS 1140 b,1,24.73712,0.0875,0.128,12.47,3131.0,0.15,6.45,M4.5 V,13090000.0,13090000000.0,2.9834999999999998e+29,38990.25852363972,3.8990258523639723,130.9,9150.976,1.436348453931879,40.6522,3976389.451833545
3456,3457,MASCARA-1,MASCARA-1 b,1,2.14878,0.043,1.5,188.7,7554.0,1.72,2.8,A8,6432799.999999999,6432799999.999999,3.4210799999999995e+30,188340.84189912907,18.834084189912907,64.32799999999999,107238.0,16.832208444514205,615.1619999999999,60171987.93592541
3485,3486,NGTS-1,NGTS-1 b,1,2.647298,0.0326,1.33,224.0,3916.0,0.62,6.0,M0.5,4876960.0,4876960000.0,1.23318e+30,129867.82181639604,12.986782181639605,48.7696,95084.36,14.924558154135928,730.24,71428326.96156488
3486,3487,NGTS-3 A,NGTS-3 A b,1,1.6753727999999999,0.023,1.48,1010.0,5600.0,1.02,4.6,G6 V,3440800.0,3440800000.0,2.02878e+30,198312.76949670826,19.831276949670826,34.408,105808.16,16.60777899858735,3292.6,322065224.2463417
3534,3535,OGLE-TR-113,OGLE-TR-113 b,1,1.4324752,0.02289,1.093,600.0,4790.0,0.78,5.4,K4 V,3424344.0,3424344000.0,1.55142e+30,173835.67839635792,17.38356783963579,34.24344,78140.756,12.265069219902683,1955.9999999999998,191325875.7899059
3535,3536,OGLE-TR-132,OGLE-TR-132 b,1,1.689868,0.03035,1.2,2500.0,6210.0,1.3,3.5,F5 V,4540360.0,4540360000.0,2.5857e+30,194897.7566312992,19.489775663129922,45.4036,85790.4,13.465766755611362,8149.999999999999,797191149.1246079
3540,3541,PH1,PH1 b,1,138.317,0.652,0.551,1000.0,6407.0,1.53,3.0,F,97539200.0,97539200000.0,3.04317e+30,45618.01979242948,4.561801979242948,975.392,39392.092000000004,6.1830312352848855,3260.0,318876459.6498433
3542,3543,POTS-1,POTS-1 b,1,3.1606296,0.03734,0.941,1200.0,4400.0,0.69,5.5,K5 V,5586064.0,5586064000.0,1.37241e+30,128012.35886052254,12.801235886052254,55.86064,67273.972,10.559405430858577,3911.9999999999995,382651751.5798118
3582,3583,TrES-3,TrES-3 b,1,1.30618581,0.02282,1.3359999999999999,228.0,5650.0,0.93,4.4,G4 V,3413872.0,3413872000.0,1.84977e+30,190107.025176432,19.0107025176432,34.13872,95513.31199999999,14.991886987913984,743.28,72703832.80016427
3593,3594,WASP-10,WASP-10 b,1,3.0927616,0.03781,1.08,90.0,4675.0,0.75,5.5,K5 V,5656376.000000001,5656376000.000001,1.49175e+30,132630.0107330941,13.26300107330941,56.56376000000001,77211.36,12.119190080050227,293.4,28698881.36848589
3596,3597,WASP-103,WASP-103 b,1,0.925542,0.01985,1.528,470.0,6110.0,1.22,3.8,F8 V,2969560.0,2969560000.0,2.4265799999999998e+30,233460.90867247398,23.346090867247398,29.6956,109239.776,17.146409668811803,1532.1999999999998,149871936.0354263
3597,3598,WASP-104,WASP-104 b,1,1.7554136999999999,0.02918,1.137,143.0,5475.0,1.08,4.8,G8,4365328.0,4365328000.0,2.14812e+30,181168.94099949207,18.116894099949207,43.65328,81286.404,12.758814000941767,466.17999999999995,45599333.729927585
3602,3603,WASP-113,WASP-113 b,1,4.54216875,0.05885,1.409,360.0,5890.0,1.32,4.1,G1,8803960.0,8803960000.0,2.62548e+30,141035.4354503729,14.10354354503729,88.0396,100732.228,15.811054465547011,1173.6,114795525.47394356
