,Row_ID,Host_Name,Planet_Name,Number_of_Planets_in_System,Orbital_Period_days,Semi_Major_Axis_AU,Planet_Radius_jupiter_Radii,Distance_to_Star_pc,Effective_temperature_K,Stellar_Mass_solar_Mass,st_sp,st_spstr,Semi_Major_Axis_km,Semi_Major_Axis_m,Stellar_Mass_kg,Orbital_Velocity_ms,Orbital_Velocity_proportional,Semi_Major_Axis_proportional,Planet_Radius_km,Planet_Radius_Earth_Radii,Distance_to_Star_ly,minimum_Travel_Time_yr
3603,3604,WASP-114,WASP-114 b,1,1.5487743,0.02851,1.339,460.0,5940.0,1.29,4.0,G0,4265096.0,4265096000.0,2.56581e+30,200313.74859540528,20.031374859540527,42.65096,95727.788,15.025551404803014,1499.6,146683171.4389279
3606,3607,WASP-119,WASP-119 b,1,2.49979,0.0363,1.4,333.0,5650.0,1.02,4.5,G5,5430480.0,5430480000.0,2.02878e+30,157856.06954663558,15.785606954663558,54.3048,100088.79999999999,15.710061214879923,1085.58,106185861.06339781
3608,3609,WASP-120,WASP-120 b,1,3.6112705999999997,0.0514,1.473,437.0,6450.0,1.39,3.5,F5,7689440.0,7689440000.0,2.76471e+30,154860.39133029254,15.486039133029253,76.8944,105307.716,16.529228692512948,1424.62,139349012.86698148
3609,3610,WASP-121,WASP-121 b,1,1.2749255,0.02544,1.865,270.0,6459.0,1.35,3.6,F6 V,3805824.0,3805824000.0,2.68515e+30,216931.61152318167,21.693161152318165,38.05824,133332.58,20.928045832679327,880.1999999999999,86096644.10545766
3610,3611,WASP-123,WASP-123 b,1,2.9776412,0.04263,1.318,214.0,5740.0,1.17,4.5,G5,6377448.0,6377448000.0,2.3271299999999998e+30,156009.04426472625,15.600904426472626,63.77448,94226.456,14.789900486579816,697.64,68239562.36506645
3611,3612,WASP-124,WASP-124 b,1,3.37265,0.0449,1.24,433.0,6050.0,1.07,3.9,F9,6717040.0,6717040000.0,2.12823e+30,145372.82500748904,14.537282500748903,67.1704,88650.08,13.914625647465076,1411.58,138073507.02838212
3612,3613,WASP-126,WASP-126 b,1,3.2888,0.0449,0.96,234.0,5800.0,1.12,4.2,G2,6717040.0,6717040000.0,2.22768e+30,148730.6077541935,14.87306077541935,67.1704,68632.31999999999,10.77261340448909,762.8399999999999,74617091.55806331
3614,3615,WASP-129,WASP-129 b,1,5.748145,0.0628,0.93,246.0,5900.0,1.0,4.1,G1,9394880.0,9394880000.0,1.989e+30,118832.35114250003,11.883235114250004,93.9488,66487.56,10.435969235598806,801.9599999999999,78443609.07386144
3616,3617,WASP-130,WASP-130 b,1,11.550980000000001,0.1012,0.89,180.0,5625.0,1.04,4.6,G6,15139520.0,15139520000.0,2.06856e+30,95464.28521738439,9.546428521738438,151.3952,63627.88,9.987110343745094,586.8,57397762.73697178
3617,3618,WASP-131,WASP-131 b,1,5.322023000000001,0.0607,1.22,250.0,6030.0,1.06,4.0,G0,9080720.0,9080720000.0,2.10834e+30,124443.75262050031,12.44437526205003,90.8072,87220.24,13.690196201538221,815.0,79719114.91246082
3618,3619,WASP-132,WASP-132 b,1,7.133521000000001,0.067,0.87,120.0,4775.0,0.8,5.4,K4,10023200.0,10023200000.0,1.5912e+30,102901.59438776494,10.290159438776493,100.232,62198.04,9.762680897818239,391.2,38265175.15798119
3619,3620,WASP-133,WASP-133 b,1,2.1764229999999998,0.0345,1.21,547.0,5700.0,1.16,4.4,G4,5161200.0,5161200000.0,2.3072399999999998e+30,172676.78688020786,17.267678688020787,51.612,86505.31999999999,13.577981478574792,1783.2199999999998,174425423.42846423
3620,3621,WASP-135,WASP-135 b,1,1.4013794,0.0243,1.3,300.0,5675.0,0.98,4.5,G5 V,3635280.0,3635280000.0,1.94922e+30,189114.31883711394,18.911431883711394,36.3528,92939.6,14.587913985245645,977.9999999999999,95662937.89495295
3623,3624,WASP-139,WASP-139 b,1,5.924262000000001,0.062,0.8,230.0,5310.0,0.92,5.0,K0,9275200.0,9275200000.0,1.82988e+30,114712.98494484402,11.471298494484403,92.752,57193.600000000006,8.977177837074244,749.8,73341585.71946394
3625,3626,WASP-140,WASP-140 b,1,2.2359835,0.0323,1.44,180.0,5260.0,0.9,5.0,K0,4832080.0,4832080000.0,1.7901e+30,157193.47156774087,15.719347156774086,48.3208,102948.48,16.158920106733635,586.8,57397762.73697178
3626,3627,WASP-141,WASP-141 b,1,3.310651,0.0469,1.21,570.0,5900.0,1.25,3.9,F9,7016240.0,7016240000.0,2.48625e+30,153738.66194797517,15.373866194797516,70.1624,86505.31999999999,13.577981478574792,1858.1999999999998,181759582.00041062
3627,3628,WASP-142,WASP-142 b,1,2.052868,0.0347,1.53,840.0,6010.0,1.33,3.8,F8,5191120.0,5191120000.0,2.64537e+30,184363.77617334132,18.43637761733413,51.9112,109382.76,17.16885261340449,2738.3999999999996,267856226.10586828
3630,3631,WASP-153,WASP-153 b,1,3.3326089999999997,0.048,1.55,430.0,5914.0,1.34,4.0,G0,7180800.0,7180800000.0,2.66526e+30,157342.58908798054,15.734258908798054,71.808,110812.6,17.393282059331344,1401.8,137116877.6494326
3631,3632,WASP-156,WASP-156 b,1,3.8361690000000004,0.0453,0.51,140.0,4910.0,0.84,5.3,K3,6776880.0,6776880000.0,1.6707599999999997e+30,128234.55049164909,12.82345504916491,67.7688,36460.92,5.722950871134829,456.4,44642704.350978054
3634,3635,WASP-167,WASP-167 b,1,2.0219596,0.0365,1.58,381.0,7000.0,1.59,3.1,F1 V,5460400.0,5460400000.0,3.16251e+30,196547.10062637055,19.654710062637054,54.604,112957.36,17.72992622822163,1242.06,121491931.12659028
3637,3638,WASP-19,WASP-19 b,1,0.78883899,0.01634,1.392,250.0,5568.0,0.9,4.8,G8 V,2444464.0,2444464000.0,1.7901e+30,221008.88847741907,22.100888847741906,24.44464,99516.86399999999,15.62028943650918,815.0,79719114.91246082
3638,3639,WASP-2,WASP-2 b,1,2.1522259999999998,0.03138,1.071,166.0,5200.0,0.89,5.1,K1 V,4694448.0,4694448000.0,1.77021e+30,158592.6461466141,15.859264614661411,46.94448,76567.932,12.018196829383143,541.16,52933492.30187398
3639,3640,WASP-20,WASP-20 b,1,4.899628400000001,0.06,1.462,210.0,5940.0,1.2,3.9,F9,8976000.0,8976000000.0,2.3867999999999998e+30,133177.0864812576,13.31770864812576,89.76,104521.304,16.40579249725318,684.5999999999999,66964056.52646707
3640,3641,WASP-21,WASP-21 b,1,4.322482,0.052000000000000005,1.07,242.0,5800.0,0.89,4.3,G3 V,7779200.000000001,7779200000.000001,1.77021e+30,123199.18738663527,12.319918738663526,77.79200000000002,76496.44,12.0069753570868,788.92,77168103.23526207
3646,3647,WASP-28,WASP-28 b,1,3.4088300000000005,0.04469,1.213,410.0,6150.0,1.02,3.8,F8,6685624.0,6685624000.0,2.02878e+30,142268.7187393626,14.226871873936261,66.85624,86719.796,13.611645895463822,1336.6,130739348.45643574
3662,3663,WASP-43,WASP-43 b,1,0.813475,0.0142,0.93,80.0,4400.0,0.58,5.7,K7 V,2124320.0,2124320000.0,1.1536199999999999e+30,190319.95938371978,19.031995938371978,21.2432,66487.56,10.435969235598806,260.79999999999995,25510116.771987453
3672,3673,WASP-5,WASP-5 b,1,1.6284279,0.0267,1.087,300.0,5700.0,0.96,4.4,G4 V,3994320.0,3994320000.0,1.90944e+30,178564.24325249172,17.856424325249172,39.9432,77711.804,12.197740386124627,977.9999999999999,95662937.89495295
3674,3675,WASP-52,WASP-52 b,1,1.7497798,0.0272,1.27,140.0,5000.0,0.87,5.2,K2 V,4069120.0,4069120000.0,1.7304299999999998e+30,168418.45773275627,16.841845773275626,40.6912,90794.84,14.251269816355359,456.4,44642704.350978054
3680,3681,WASP-57,WASP-57 b,1,2.83891856,0.037689999999999994,1.05,455.0,5600.0,0.89,4.6,G6,5638423.999999999,5638423999.999999,1.77021e+30,144709.3012103029,14.470930121030289,56.38423999999999,75066.6,11.782545911159945,1483.3,145088789.14067867
3682,3683,WASP-59,WASP-59 b,1,7.9195850000000005,0.0697,0.775,125.0,4650.0,0.72,5.5,K5 V,10427120.0,10427120000.0,1.43208e+30,95711.5547288903,9.57115547288903,104.2712,55406.3,8.696641029665672,407.5,39859557.45623041
3688,3689,WASP-64,WASP-64 b,1,1.5732918,0.02648,1.271,350.0,5400.0,1.0,4.7,G7,3961408.0,3961408000.0,1.989e+30,183001.86738413558,18.300186738413558,39.61408,90866.332,14.262491288651702,1141.0,111606760.87744513
3689,3690,WASP-65,WASP-65 b,1,2.3114242999999997,0.0334,1.112,310.0,5600.0,0.93,4.6,G6,4996640.0,4996640000.0,1.84977e+30,157138.55407543652,15.713855407543653,49.9664,79499.104,12.478277193533199,1010.5999999999999,98851702.49145141
3695,3696,WASP-70 A,WASP-70 A b,1,3.7130203,0.048530000000000004,1.1640000000000001,245.0,5763.0,1.11,4.4,G4,7260088.000000001,7260088000.000001,2.20779e+30,142419.95869937888,14.241995869937888,72.60088,83216.68800000001,13.061793752943025,798.6999999999999,78124732.61421159
3700,3701,WASP-75,WASP-75 b,1,2.484193,0.0375,1.27,260.0,6100.0,1.14,3.9,F9,5610000.0,5610000000.0,2.2674599999999998e+30,164191.73935593493,16.41917393559349,56.1,90794.84,14.251269816355359,847.5999999999999,82907879.50895923
3701,3702,WASP-76,WASP-76 b,1,1.809886,0.033,1.83,120.0,6250.0,1.46,3.7,F7,4936800.0,4936800000.0,2.90394e+30,198076.96350427624,19.807696350427623,49.368,130830.36,20.53529430230733,391.2,38265175.15798119
3707,3708,WASP-80,WASP-80 b,1,3.06785234,0.0344,0.9990000000000001,60.0,4143.0,0.58,5.7,K7 V,5146240.0,5146240000.0,1.1536199999999999e+30,122278.27044423297,12.227827044423297,51.4624,71420.508,11.210250824046462,195.6,19132587.578990594
3710,3711,WASP-83,WASP-83 b,1,4.971252,0.059000000000000004,1.04,300.0,5510.0,1.11,4.8,G8,8826400.0,8826400000.0,2.20779e+30,129166.53080828549,12.91665308082855,88.264,74351.68000000001,11.670331188196517,977.9999999999999,95662937.89495295
3711,3712,WASP-84,WASP-84 b,1,8.5234865,0.0771,0.9420000000000001,125.0,5314.0,0.84,5.0,K0,11534160.0,11534160000.0,1.6707599999999997e+30,98293.99027884714,9.829399027884714,115.3416,67345.464,10.570626903154922,407.5,39859557.45623041
3715,3716,WASP-90,WASP-90 b,1,3.916243,0.0562,1.63,340.0,6430.0,1.55,3.6,F6,8407520.0,8407520000.0,3.08295e+30,156391.160758457,15.6391160758457,84.0752,116531.95999999999,18.29099984303877,1108.3999999999999,108417996.28094669
3716,3717,WASP-91,WASP-91 b,1,2.798581,0.037000000000000005,1.03,150.72,4920.0,0.84,5.3,K3,5535200.000000001,5535200000.000001,1.6707599999999997e+30,141890.49139357978,14.189049139357978,55.35200000000001,73636.76,11.558116465233086,491.3472,48061059.99842438
3717,3718,WASP-92,WASP-92 b,1,2.1746742,0.0348,1.4609999999999999,530.0,6280.0,1.19,3.7,F7,5206080.0,5206080000.0,2.3669099999999998e+30,174139.93197739255,17.413993197739256,52.0608,104449.81199999999,16.394571024956836,1727.8,169004523.61441693
3718,3719,WASP-93,WASP-93 b,1,2.7325321,0.04211,1.597,250.0,6700.0,1.33,3.4,F4,6299656.0,6299656000.0,2.64537e+30,167358.4756522321,16.73584756522321,62.99656,114172.724,17.920691257259456,815.0,79719114.91246082
3728,3729,WTS-1,WTS-1 b,1,3.352057,0.047,1.49,3200.0,6250.0,1.2,3.6,F6 V,7031200.0,7031200000.0,2.3867999999999998e+30,150472.17752427683,15.047217752427683,70.312,106523.08,16.71999372155078,10432.0,1020404670.8794985
3729,3730,WTS-2,WTS-2 b,1,1.0187068000000001,0.01855,1.3630000000000002,1000.0,5000.0,0.82,5.2,K2 V,2775080.0,2775080000.0,1.6309799999999997e+30,197992.83807857597,19.799283807857595,27.7508,97443.59600000002,15.294866739915244,3260.0,318876459.6498433
3734,3735,XO-2 N,XO-2 N b,1,2.61585922,0.03673,1.0190000000000001,145.5,5332.0,0.97,5.0,K0 V,5494808.0,5494808000.0,1.92933e+30,153034.6993705829,15.30346993705829,54.94808,72850.34800000001,11.434680269973319,474.33,46396524.8790522
3739,3740,XO-5,XO-5 b,1,4.1877558,0.0515,1.14,260.0,5430.0,1.04,4.8,G8 V,7704400.0,7704400000.0,2.06856e+30,133822.0156114548,13.382201561145479,77.044,81500.87999999999,12.792478417830795,847.5999999999999,82907879.50895923
3740,3741,XO-6,XO-6 b,1,3.7650007000000003,0.0815,2.07,232.72,6720.0,1.47,3.5,F5,12192400.0,12192400000.0,2.92383e+30,126471.99659621896,12.647199659621895,121.924,147988.44,23.228447653429605,758.6672,74208929.68971153
